
ÔöîÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÉ
Ôöé                                                                             Ôöé
  PASSED  ÔÇó tests.console.test_kernel.TestKernelC...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.test_kernel.TestKernelC...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.test_kernel.TestKernelC...  ÔÇó ~ 0.003s
  PASSED  ÔÇó tests.console.test_kernel.TestKernelC...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.test_kernel.TestKernelC...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.test_kernel.TestKernelC...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.test_kernel.TestKernelC...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.test_kernel.TestKernelC...  ÔÇó ~ 0.003s
  PASSED  ÔÇó tests.console.test_kernel.TestKernelC...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.test_kernel.TestKernelC...  ÔÇó ~ 0.003s
  PASSED  ÔÇó tests.console.test_kernel.TestKernelC...  ÔÇó ~ 0.003s
  PASSED  ÔÇó tests.console.test_kernel.TestKernelC...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.test_kernel.TestKernelC...  ÔÇó ~ 0.008s
  PASSED  ÔÇó tests.console.test_kernel.TestKernelC...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.test_kernel.TestKernelC...  ÔÇó ~ 0.003s
  PASSED  ÔÇó tests.console.test_kernel.TestKernelC...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.test_kernel.TestKernelC...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.test_kernel.TestKernelC...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.test_kernel.TestKernelC...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.test_kernel.TestKernelC...  ÔÇó ~ 0.006s
  PASSED  ÔÇó tests.console.test_kernel.TestKernelC...  ÔÇó ~ 0.006s
  PASSED  ÔÇó tests.console.test_reactor_provider.T...  ÔÇó ~ 0.006s
  PASSED  ÔÇó tests.console.test_reactor_provider.T...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.test_reactor_provider.T...  ÔÇó ~ 0.007s
  PASSED  ÔÇó tests.console.test_reactor_provider.T...  ÔÇó ~ 0.008s
  PASSED  ÔÇó tests.console.test_reactor_provider.T...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.test_reactor_provider.T...  ÔÇó ~ 0.006s
  PASSED  ÔÇó tests.console.test_reactor_provider.T...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.test_reactor_provider.T...  ÔÇó ~ 0.007s
  PASSED  ÔÇó tests.console.test_reactor_provider.T...  ÔÇó ~ 0.008s
  PASSED  ÔÇó tests.console.test_reactor_provider.T...  ÔÇó ~ 0.006s
  PASSED  ÔÇó tests.console.test_scheduler_provider...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.test_scheduler_provider...  ÔÇó ~ 0.007s
  PASSED  ÔÇó tests.console.test_scheduler_provider...  ÔÇó ~ 0.009s
  PASSED  ÔÇó tests.console.test_scheduler_provider...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.test_scheduler_provider...  ÔÇó ~ 0.008s
  PASSED  ÔÇó tests.console.test_scheduler_provider...  ÔÇó ~ 0.006s
  PASSED  ÔÇó tests.console.test_scheduler_provider...  ÔÇó ~ 0.006s
  PASSED  ÔÇó tests.console.test_scheduler_provider...  ÔÇó ~ 0.007s
  PASSED  ÔÇó tests.console.test_scheduler_provider...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.test_scheduler_provider...  ÔÇó ~ 0.007s
  PASSED  ÔÇó tests.console.test_scheduler_provider...  ÔÇó ~ 0.011s
  PASSED  ÔÇó tests.console.args.test_argument.Test...  ÔÇó ~ 0.009s
  PASSED  ÔÇó tests.console.args.test_argument.Test...  ÔÇó ~ 0.008s
  PASSED  ÔÇó tests.console.args.test_argument.Test...  ÔÇó ~ 0.010s
  PASSED  ÔÇó tests.console.args.test_argument.Test...  ÔÇó ~ 0.008s
  PASSED  ÔÇó tests.console.args.test_argument.Test...  ÔÇó ~ 0.006s
  PASSED  ÔÇó tests.console.args.test_argument.Test...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.args.test_argument.Test...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.args.test_argument.Test...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.args.test_argument.Test...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.args.test_argument.Test...  ÔÇó ~ 0.009s
  PASSED  ÔÇó tests.console.args.test_argument.Test...  ÔÇó ~ 0.006s
  PASSED  ÔÇó tests.console.args.test_argument.Test...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.args.test_argument.Test...  ÔÇó ~ 0.006s
  PASSED  ÔÇó tests.console.args.test_argument.Test...  ÔÇó ~ 0.006s
  PASSED  ÔÇó tests.console.args.test_argument.Test...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.args.test_argument.Test...  ÔÇó ~ 0.008s
  PASSED  ÔÇó tests.console.args.test_argument.Test...  ÔÇó ~ 0.006s
  PASSED  ÔÇó tests.console.args.test_argument.Test...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.args.test_argument.Test...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.args.test_argument.Test...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.args.test_argument.Test...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.args.test_argument.Test...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.args.test_argument.Test...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.args.test_argument.Test...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.args.test_argument.Test...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.args.test_argument.Test...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.args.test_argument.Test...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.args.test_argument.Test...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.args.test_argument.Test...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.args.test_argument.Test...  ÔÇó ~ 0.006s
  PASSED  ÔÇó tests.console.args.test_argument.Test...  ÔÇó ~ 0.006s
  PASSED  ÔÇó tests.console.args.test_argument.Test...  ÔÇó ~ 0.007s
  PASSED  ÔÇó tests.console.args.test_argument.Test...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.args.test_argument.Test...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.args.test_argument.Test...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.args.test_argument.Test...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.args.test_argument.Test...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.args.test_argument.Test...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.args.test_argument.Test...  ÔÇó ~ 0.007s
  PASSED  ÔÇó tests.console.args.test_argument.Test...  ÔÇó ~ 0.009s
  PASSED  ÔÇó tests.console.args.test_argument.Test...  ÔÇó ~ 0.007s
  PASSED  ÔÇó tests.console.args.test_argument.Test...  ÔÇó ~ 0.007s
  PASSED  ÔÇó tests.console.args.test_argument.Test...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.args.test_argument.Test...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.args.test_argument.Test...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.base.test_command.TestB...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.base.test_command.TestB...  ÔÇó ~ 0.007s
  PASSED  ÔÇó tests.console.base.test_command.TestB...  ÔÇó ~ 0.006s
  PASSED  ÔÇó tests.console.base.test_command.TestB...  ÔÇó ~ 0.008s
  PASSED  ÔÇó tests.console.base.test_command.TestB...  ÔÇó ~ 0.007s
  PASSED  ÔÇó tests.console.base.test_command.TestB...  ÔÇó ~ 0.018s
  PASSED  ÔÇó tests.console.base.test_command.TestB...  ÔÇó ~ 0.008s
  PASSED  ÔÇó tests.console.base.test_command.TestB...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.base.test_command.TestB...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.base.test_command.TestB...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.base.test_command.TestB...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.base.test_command.TestB...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.base.test_command.TestB...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.base.test_command.TestB...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.base.test_command.TestB...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.base.test_command.TestB...  ÔÇó ~ 0.010s
  PASSED  ÔÇó tests.console.base.test_command.TestB...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.base.test_command.TestB...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.base.test_command.TestB...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.base.test_command.TestB...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.base.test_command.TestB...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.base.test_command.TestB...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.base.test_command.TestB...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.base.test_listener.Test...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.base.test_listener.Test...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.base.test_listener.Test...  ÔÇó ~ 0.007s
  PASSED  ÔÇó tests.console.base.test_listener.Test...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.base.test_listener.Test...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.base.test_listener.Test...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.base.test_listener.Test...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.base.test_listener.Test...  ÔÇó ~ 0.006s
  PASSED  ÔÇó tests.console.base.test_listener.Test...  ÔÇó ~ 0.029s
  PASSED  ÔÇó tests.console.base.test_listener.Test...  ÔÇó ~ 0.008s
  PASSED  ÔÇó tests.console.base.test_listener.Test...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.base.test_listener.Test...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.base.test_listener.Test...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.base.test_listener.Test...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.base.test_listener.Test...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.base.test_listener.Test...  ÔÇó ~ 0.009s
  PASSED  ÔÇó tests.console.base.test_scheduler.Tes...  ÔÇó ~ 0.011s
  PASSED  ÔÇó tests.console.base.test_scheduler.Tes...  ÔÇó ~ 0.006s
  PASSED  ÔÇó tests.console.base.test_scheduler.Tes...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.base.test_scheduler.Tes...  ÔÇó ~ 0.008s
  PASSED  ÔÇó tests.console.base.test_scheduler.Tes...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.base.test_scheduler.Tes...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.base.test_scheduler.Tes...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.base.test_scheduler.Tes...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.base.test_scheduler.Tes...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.base.test_scheduler.Tes...  ÔÇó ~ 0.008s
  PASSED  ÔÇó tests.console.base.test_scheduler.Tes...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.base.test_scheduler.Tes...  ÔÇó ~ 0.009s
  PASSED  ÔÇó tests.console.base.test_scheduler.Tes...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.base.test_scheduler.Tes...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.base.test_scheduler.Tes...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.base.test_scheduler.Tes...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.base.contracts.test_com...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.base.contracts.test_com...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.base.contracts.test_com...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.base.contracts.test_com...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.base.contracts.test_com...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.base.contracts.test_com...  ÔÇó ~ 0.030s
  PASSED  ÔÇó tests.console.base.contracts.test_com...  ÔÇó ~ 0.010s
  PASSED  ÔÇó tests.console.base.contracts.test_com...  ÔÇó ~ 0.009s
  PASSED  ÔÇó tests.console.base.contracts.test_com...  ÔÇó ~ 0.008s
  PASSED  ÔÇó tests.console.base.contracts.test_com...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.base.contracts.test_com...  ÔÇó ~ 0.006s
  PASSED  ÔÇó tests.console.base.contracts.test_lis...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.base.contracts.test_lis...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.base.contracts.test_lis...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.base.contracts.test_lis...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.base.contracts.test_lis...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.base.contracts.test_lis...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.base.contracts.test_lis...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.base.contracts.test_sch...  ÔÇó ~ 0.037s
  PASSED  ÔÇó tests.console.base.contracts.test_sch...  ÔÇó ~ 0.012s
  PASSED  ÔÇó tests.console.base.contracts.test_sch...  ÔÇó ~ 0.013s
  PASSED  ÔÇó tests.console.base.contracts.test_sch...  ÔÇó ~ 0.006s
  PASSED  ÔÇó tests.console.base.contracts.test_sch...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.base.contracts.test_sch...  ÔÇó ~ 0.010s
  PASSED  ÔÇó tests.console.base.contracts.test_sch...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.base.contracts.test_sch...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.contracts.test_kernel.T...  ÔÇó ~ 0.011s
  PASSED  ÔÇó tests.console.contracts.test_kernel.T...  ÔÇó ~ 0.010s
  PASSED  ÔÇó tests.console.contracts.test_kernel.T...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.contracts.test_kernel.T...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.contracts.test_kernel.T...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.contracts.test_kernel.T...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.contracts.test_kernel.T...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.contracts.test_kernel.T...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.contracts.test_kernel.T...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.contracts.test_kernel.T...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.contracts.test_kernel.T...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.contracts.test_kernel.T...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.contracts.test_kernel.T...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.contracts.test_kernel.T...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.contracts.test_schedule...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.contracts.test_schedule...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.contracts.test_schedule...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.contracts.test_schedule...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.contracts.test_schedule...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.contracts.test_schedule...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.contracts.test_schedule...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.contracts.test_schedule...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.contracts.test_schedule...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.contracts.test_schedule...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.contracts.test_schedule...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.contracts.test_schedule...  ÔÇó ~ 0.006s
  PASSED  ÔÇó tests.console.contracts.test_schedule...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.contracts.test_schedule...  ÔÇó ~ 0.006s
  PASSED  ÔÇó tests.console.contracts.test_schedule...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.contracts.test_schedule...  ÔÇó ~ 0.006s
  PASSED  ÔÇó tests.console.contracts.test_schedule...  ÔÇó ~ 0.006s
  PASSED  ÔÇó tests.console.contracts.test_schedule...  ÔÇó ~ 0.006s
  PASSED  ÔÇó tests.console.contracts.test_schedule...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.contracts.test_schedule...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.contracts.test_schedule...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.contracts.test_schedule...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.contracts.test_schedule...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.contracts.test_schedule...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.contracts.test_schedule...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.contracts.test_schedule...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.contracts.test_schedule...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.contracts.test_schedule...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.contracts.test_schedule...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.contracts.test_schedule...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.contracts.test_schedule...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.contracts.test_schedule...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.contracts.test_schedule...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.contracts.test_schedule...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.contracts.test_schedule...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.core.test_loader.TestLo...  ÔÇó ~ 0.006s
  PASSED  ÔÇó tests.console.core.test_loader.TestLo...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.core.test_loader.TestLo...  ÔÇó ~ 0.006s
  PASSED  ÔÇó tests.console.core.test_loader.TestLo...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.core.test_loader.TestLo...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.core.test_loader.TestLo...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.core.test_loader.TestLo...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.core.test_loader.TestLo...  ÔÇó ~ 0.006s
  PASSED  ÔÇó tests.console.core.test_loader.TestLo...  ÔÇó ~ 0.008s
  PASSED  ÔÇó tests.console.core.test_loader.TestLo...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.core.test_loader.TestLo...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.core.test_loader.TestLo...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.core.test_loader.TestLo...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.core.test_loader.TestLo...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.core.test_loader.TestLo...  ÔÇó ~ 0.008s
  PASSED  ÔÇó tests.console.core.test_loader.TestLo...  ÔÇó ~ 0.009s
  PASSED  ÔÇó tests.console.core.test_loader.TestLo...  ÔÇó ~ 0.009s
  PASSED  ÔÇó tests.console.core.test_loader.TestLo...  ÔÇó ~ 0.006s
  PASSED  ÔÇó tests.console.core.test_loader.TestLo...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.core.test_loader.TestLo...  ÔÇó ~ 0.007s
  PASSED  ÔÇó tests.console.core.test_loader.TestLo...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.core.test_loader.TestLo...  ÔÇó ~ 0.006s
  PASSED  ÔÇó tests.console.core.test_loader.TestLo...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.core.test_loader.TestLo...  ÔÇó ~ 0.007s
  PASSED  ÔÇó tests.console.core.test_loader.TestLo...  ÔÇó ~ 0.006s
  PASSED  ÔÇó tests.console.core.test_loader.TestLo...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.core.test_loader.TestLo...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.core.test_loader.TestLo...  ÔÇó ~ 0.006s
  PASSED  ÔÇó tests.console.core.test_loader.TestLo...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.core.test_loader.TestLo...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.core.test_loader.TestLo...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.core.test_reactor.TestR...  ÔÇó ~ 0.008s
  PASSED  ÔÇó tests.console.core.test_reactor.TestR...  ÔÇó ~ 0.012s
  PASSED  ÔÇó tests.console.core.test_reactor.TestR...  ÔÇó ~ 0.011s
  PASSED  ÔÇó tests.console.core.test_reactor.TestR...  ÔÇó ~ 0.012s
  PASSED  ÔÇó tests.console.core.test_reactor.TestR...  ÔÇó ~ 0.018s
  PASSED  ÔÇó tests.console.core.test_reactor.TestR...  ÔÇó ~ 0.019s
  PASSED  ÔÇó tests.console.core.test_reactor.TestR...  ÔÇó ~ 0.016s
  PASSED  ÔÇó tests.console.core.test_reactor.TestR...  ÔÇó ~ 0.012s
  PASSED  ÔÇó tests.console.core.test_reactor.TestR...  ÔÇó ~ 0.021s
  PASSED  ÔÇó tests.console.core.test_reactor.TestR...  ÔÇó ~ 0.021s
  PASSED  ÔÇó tests.console.core.test_reactor.TestR...  ÔÇó ~ 0.014s
  PASSED  ÔÇó tests.console.core.test_reactor.TestR...  ÔÇó ~ 0.019s
  PASSED  ÔÇó tests.console.core.test_reactor.TestR...  ÔÇó ~ 0.018s
  PASSED  ÔÇó tests.console.core.test_reactor.TestR...  ÔÇó ~ 0.013s
  PASSED  ÔÇó tests.console.core.test_reactor.TestR...  ÔÇó ~ 0.010s
  PASSED  ÔÇó tests.console.core.test_reactor.TestR...  ÔÇó ~ 0.009s
  PASSED  ÔÇó tests.console.core.test_reactor.TestR...  ÔÇó ~ 0.009s
  PASSED  ÔÇó tests.console.core.test_reactor.TestR...  ÔÇó ~ 0.008s
  PASSED  ÔÇó tests.console.core.test_reactor.TestR...  ÔÇó ~ 0.008s
  PASSED  ÔÇó tests.console.core.test_reactor.TestR...  ÔÇó ~ 0.010s
  PASSED  ÔÇó tests.console.core.test_reactor.TestR...  ÔÇó ~ 0.009s
  PASSED  ÔÇó tests.console.core.test_reactor.TestR...  ÔÇó ~ 0.012s
  PASSED  ÔÇó tests.console.core.test_reactor.TestR...  ÔÇó ~ 0.014s
  PASSED  ÔÇó tests.console.core.test_reactor.TestR...  ÔÇó ~ 0.014s
  PASSED  ÔÇó tests.console.core.test_reactor.TestR...  ÔÇó ~ 0.013s
  PASSED  ÔÇó tests.console.core.test_reactor.TestR...  ÔÇó ~ 0.011s
  PASSED  ÔÇó tests.console.core.test_reactor.TestR...  ÔÇó ~ 0.014s
usage: test [-h] [--valid VALID]
test: error: unrecognized arguments: --unknown

ÔöîÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÉ
Ôöé  Error: Invalid usage of strict:args command.  Ôöé
ÔööÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÿ
Failed to parse command arguments.
Use the help below to see the correct usage.

                     Options                     
                                                 
  Flags    Type  Required  Default  Description  
 ÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇ 
  --valid  str      No     -        -            
                                                 
  PASSED  ÔÇó tests.console.core.test_reactor.TestR...  ÔÇó ~ 0.022s
  PASSED  ÔÇó tests.console.core.test_reactor.TestR...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.core.test_reactor.TestR...  ÔÇó ~ 0.008s
  PASSED  ÔÇó tests.console.core.test_reactor.TestR...  ÔÇó ~ 0.006s
  PASSED  ÔÇó tests.console.core.test_reactor.TestR...  ÔÇó ~ 0.007s
  PASSED  ÔÇó tests.console.core.contracts.test_loa...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.core.contracts.test_loa...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.core.contracts.test_loa...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.core.contracts.test_loa...  ÔÇó ~ 0.006s
  PASSED  ÔÇó tests.console.core.contracts.test_loa...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.core.contracts.test_loa...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.core.contracts.test_loa...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.core.contracts.test_loa...  ÔÇó ~ 0.005s
